t	w	a
3.045700	0.274444	0.275607
3.045800	0.274310	0.275634
3.045900	0.274177	0.275662
3.046000	0.274043	0.275689
3.046100	0.273910	0.275717
3.046200	0.273776	0.275744
3.046300	0.273642	0.275771
3.046400	0.273509	0.275799
3.046500	0.273375	0.275826
3.046600	0.273242	0.275853
3.046700	0.273108	0.275881
3.046800	0.272974	0.275908
3.046900	0.272841	0.275935
3.047000	0.272707	0.275963
3.047100	0.272574	0.275990
3.047200	0.272440	0.276017
3.047300	0.272306	0.276044
3.047400	0.272173	0.276072
3.047500	0.272039	0.276099
3.047600	0.271905	0.276126
3.047700	0.271771	0.276153
3.047800	0.271638	0.276180
3.047900	0.271504	0.276208
3.048000	0.271370	0.276235
3.048100	0.271236	0.276262
3.048200	0.271102	0.276289
3.048300	0.270969	0.276316
3.048400	0.270835	0.276343
3.048500	0.270701	0.276370
3.048600	0.270567	0.276397
3.048700	0.270433	0.276424
3.048800	0.270299	0.276451
3.048900	0.270166	0.276478
3.049000	0.270032	0.276505
3.049100	0.269898	0.276532
3.049200	0.269764	0.276559
3.049300	0.269630	0.276586
3.049400	0.269496	0.276613
3.049500	0.269362	0.276640
3.049600	0.269228	0.276667
3.049700	0.269094	0.276694
3.049800	0.268960	0.276721
3.049900	0.268826	0.276748
3.050000	0.268692	0.276775
3.050100	0.268558	0.276802
3.050200	0.268424	0.276828
3.050300	0.268290	0.276855
3.050400	0.268156	0.276882
3.050500	0.268022	0.276909
3.050600	0.267888	0.276936
3.050700	0.267753	0.276963
3.050800	0.267619	0.276989
3.050900	0.267485	0.277016
3.051000	0.267351	0.277043
3.051100	0.267217	0.277070
3.051200	0.267083	0.277096
3.051300	0.266949	0.277123
3.051400	0.266814	0.277150
3.051500	0.266680	0.277176
3.051600	0.266546	0.277203
3.051700	0.266412	0.277230
3.051800	0.266277	0.277256
3.051900	0.266143	0.277283
3.052000	0.266009	0.277309
3.052100	0.265875	0.277336
3.052200	0.265740	0.277363
3.052300	0.265606	0.277389
3.052400	0.265472	0.277416
3.052500	0.265337	0.277442
3.052600	0.265203	0.277469
3.052700	0.265069	0.277495
3.052800	0.264934	0.277522
3.052900	0.264800	0.277548
3.053000	0.264665	0.277575
3.053100	0.264531	0.277601
3.053200	0.264397	0.277628
3.053300	0.264262	0.277654
3.053400	0.264128	0.277681
3.053500	0.263993	0.277707
3.053600	0.263859	0.277733
3.053700	0.263724	0.277760
3.053800	0.263590	0.277786
3.053900	0.263455	0.277812
3.054000	0.263321	0.277839
3.054100	0.263186	0.277865
3.054200	0.263052	0.277891
3.054300	0.262917	0.277918
3.054400	0.262782	0.277944
3.054500	0.262648	0.277970
3.054600	0.262513	0.277997
3.054700	0.262379	0.278023
3.054800	0.262244	0.278049
3.054900	0.262109	0.278075
3.055000	0.261975	0.278101
3.055100	0.261840	0.278128
3.055200	0.261705	0.278154
3.055300	0.261571	0.278180
3.055400	0.261436	0.278206
3.055500	0.261301	0.278232
3.055600	0.261167	0.278258
3.055700	0.261032	0.278285
3.055800	0.260897	0.278311
3.055900	0.260762	0.278337
3.056000	0.260628	0.278363
3.056100	0.260493	0.278389
3.056200	0.260358	0.278415
3.056300	0.260223	0.278441
3.056400	0.260088	0.278467
3.056500	0.259953	0.278493
3.056600	0.259819	0.278519
3.056700	0.259684	0.278545
3.056800	0.259549	0.278571
3.056900	0.259414	0.278597
3.057000	0.259279	0.278623
3.057100	0.259144	0.278649
3.057200	0.259009	0.278675
3.057300	0.258874	0.278700
3.057400	0.258739	0.278726
3.057500	0.258604	0.278752
3.057600	0.258469	0.278778
3.057700	0.258334	0.278804
3.057800	0.258199	0.278830
3.057900	0.258064	0.278856
3.058000	0.257929	0.278881
3.058100	0.257794	0.278907
3.058200	0.257659	0.278933
3.058300	0.257524	0.278959
3.058400	0.257389	0.278984
3.058500	0.257254	0.279010
3.058600	0.257119	0.279036
3.058700	0.256984	0.279062
3.058800	0.256849	0.279087
3.058900	0.256714	0.279113
3.059000	0.256579	0.279139
3.059100	0.256443	0.279164
3.059200	0.256308	0.279190
3.059300	0.256173	0.279215
3.059400	0.256038	0.279241
3.059500	0.255903	0.279267
3.059600	0.255768	0.279292
3.059700	0.255632	0.279318
3.059800	0.255497	0.279343
3.059900	0.255362	0.279369
3.060000	0.255227	0.279394
3.060100	0.255091	0.279420
3.060200	0.254956	0.279445
3.060300	0.254821	0.279471
3.060400	0.254685	0.279496
3.060500	0.254550	0.279522
3.060600	0.254415	0.279547
3.060700	0.254279	0.279573
3.060800	0.254144	0.279598
3.060900	0.254009	0.279624
3.061000	0.253873	0.279649
3.061100	0.253738	0.279674
3.061200	0.253602	0.279700
3.061300	0.253467	0.279725
3.061400	0.253332	0.279750
3.061500	0.253196	0.279776
3.061600	0.253061	0.279801
3.061700	0.252925	0.279826
3.061800	0.252790	0.279852
3.061900	0.252654	0.279877
3.062000	0.252519	0.279902
3.062100	0.252383	0.279927
3.062200	0.252248	0.279953
3.062300	0.252112	0.279978
3.062400	0.251977	0.280003
3.062500	0.251841	0.280028
3.062600	0.251706	0.280053
3.062700	0.251570	0.280079
3.062800	0.251434	0.280104
3.062900	0.251299	0.280129
3.063000	0.251163	0.280154
3.063100	0.251028	0.280179
3.063200	0.250892	0.280204
3.063300	0.250756	0.280229
3.063400	0.250621	0.280254
3.063500	0.250485	0.280279
3.063600	0.250349	0.280305
3.063700	0.250213	0.280330
3.063800	0.250078	0.280355
3.063900	0.249942	0.280380
3.064000	0.249806	0.280405
3.064100	0.249671	0.280430
3.064200	0.249535	0.280454
3.064300	0.249399	0.280479
3.064400	0.249263	0.280504
3.064500	0.249127	0.280529
3.064600	0.248992	0.280554
3.064700	0.248856	0.280579
3.064800	0.248720	0.280604
3.064900	0.248584	0.280629
3.065000	0.248448	0.280654
3.065100	0.248312	0.280679
3.065200	0.248177	0.280703
3.065300	0.248041	0.280728
3.065400	0.247905	0.280753
3.065500	0.247769	0.280778
3.065600	0.247633	0.280803
3.065700	0.247497	0.280827
3.065800	0.247361	0.280852
3.065900	0.247225	0.280877
3.066000	0.247089	0.280901
3.066100	0.246953	0.280926
3.066200	0.246817	0.280951
3.066300	0.246681	0.280976
3.066400	0.246545	0.281000
3.066500	0.246409	0.281025
3.066600	0.246273	0.281049
3.066700	0.246137	0.281074
3.066800	0.246001	0.281099
3.066900	0.245865	0.281123
3.067000	0.245729	0.281148
3.067100	0.245593	0.281172
3.067200	0.245457	0.281197
3.067300	0.245320	0.281222
3.067400	0.245184	0.281246
3.067500	0.245048	0.281271
3.067600	0.244912	0.281295
3.067700	0.244776	0.281320
3.067800	0.244640	0.281344
3.067900	0.244503	0.281368
3.068000	0.244367	0.281393
3.068100	0.244231	0.281417
3.068200	0.244095	0.281442
3.068300	0.243959	0.281466
3.068400	0.243822	0.281491
3.068500	0.243686	0.281515
3.068600	0.243550	0.281539
3.068700	0.243413	0.281564
3.068800	0.243277	0.281588
3.068900	0.243141	0.281612
3.069000	0.243005	0.281637
3.069100	0.242868	0.281661
3.069200	0.242732	0.281685
3.069300	0.242596	0.281709
3.069400	0.242459	0.281734
3.069500	0.242323	0.281758
3.069600	0.242186	0.281782
3.069700	0.242050	0.281806
3.069800	0.241914	0.281831
3.069900	0.241777	0.281855
3.070000	0.241641	0.281879
3.070100	0.241504	0.281903
3.070200	0.241368	0.281927
3.070300	0.241231	0.281951
3.070400	0.241095	0.281975
3.070500	0.240958	0.282000
3.070600	0.240822	0.282024
3.070700	0.240685	0.282048
3.070800	0.240549	0.282072
3.070900	0.240412	0.282096
3.071000	0.240276	0.282120
3.071100	0.240139	0.282144
3.071200	0.240003	0.282168
3.071300	0.239866	0.282192
3.071400	0.239730	0.282216
3.071500	0.239593	0.282240
3.071600	0.239456	0.282264
3.071700	0.239320	0.282288
3.071800	0.239183	0.282312
3.071900	0.239046	0.282336
3.072000	0.238910	0.282359
3.072100	0.238773	0.282383
3.072200	0.238636	0.282407
3.072300	0.238500	0.282431
3.072400	0.238363	0.282455
3.072500	0.238226	0.282479
3.072600	0.238090	0.282503
3.072700	0.237953	0.282526
3.072800	0.237816	0.282550
3.072900	0.237679	0.282574
3.073000	0.237543	0.282598
3.073100	0.237406	0.282621
3.073200	0.237269	0.282645
3.073300	0.237132	0.282669
3.073400	0.236995	0.282693
3.073500	0.236858	0.282716
3.073600	0.236722	0.282740
3.073700	0.236585	0.282764
3.073800	0.236448	0.282787
3.073900	0.236311	0.282811
3.074000	0.236174	0.282835
3.074100	0.236037	0.282858
3.074200	0.235900	0.282882
3.074300	0.235763	0.282905
3.074400	0.235627	0.282929
3.074500	0.235490	0.282952
3.074600	0.235353	0.282976
3.074700	0.235216	0.283000
3.074800	0.235079	0.283023
3.074900	0.234942	0.283047
3.075000	0.234805	0.283070
3.075100	0.234668	0.283094
3.075200	0.234531	0.283117
3.075300	0.234394	0.283140
3.075400	0.234257	0.283164
3.075500	0.234120	0.283187
3.075600	0.233983	0.283211
3.075700	0.233845	0.283234
3.075800	0.233708	0.283257
3.075900	0.233571	0.283281
3.076000	0.233434	0.283304
3.076100	0.233297	0.283327
3.076200	0.233160	0.283351
3.076300	0.233023	0.283374
3.076400	0.232886	0.283397
3.076500	0.232749	0.283421
3.076600	0.232611	0.283444
3.076700	0.232474	0.283467
3.076800	0.232337	0.283490
3.076900	0.232200	0.283514
3.077000	0.232063	0.283537
3.077100	0.231925	0.283560
3.077200	0.231788	0.283583
3.077300	0.231651	0.283606
3.077400	0.231514	0.283630
3.077500	0.231376	0.283653
3.077600	0.231239	0.283676
3.077700	0.231102	0.283699
3.077800	0.230964	0.283722
3.077900	0.230827	0.283745
3.078000	0.230690	0.283768
3.078100	0.230553	0.283791
3.078200	0.230415	0.283814
3.078300	0.230278	0.283837
3.078400	0.230140	0.283860
3.078500	0.230003	0.283883
3.078600	0.229866	0.283906
3.078700	0.229728	0.283929
3.078800	0.229591	0.283952
3.078900	0.229453	0.283975
3.079000	0.229316	0.283998
3.079100	0.229179	0.284021
3.079200	0.229041	0.284044
3.079300	0.228904	0.284067
3.079400	0.228766	0.284090
3.079500	0.228629	0.284113
3.079600	0.228491	0.284136
3.079700	0.228354	0.284158
3.079800	0.228216	0.284181
3.079900	0.228079	0.284204
3.080000	0.227941	0.284227
3.080100	0.227804	0.284250
3.080200	0.227666	0.284272
3.080300	0.227528	0.284295
3.080400	0.227391	0.284318
3.080500	0.227253	0.284341
3.080600	0.227116	0.284363
3.080700	0.226978	0.284386
3.080800	0.226840	0.284409
3.080900	0.226703	0.284432
3.081000	0.226565	0.284454
3.081100	0.226427	0.284477
3.081200	0.226290	0.284499
3.081300	0.226152	0.284522
3.081400	0.226014	0.284545
3.081500	0.225877	0.284567
3.081600	0.225739	0.284590
3.081700	0.225601	0.284612
3.081800	0.225464	0.284635
3.081900	0.225326	0.284658
3.082000	0.225188	0.284680
3.082100	0.225050	0.284703
3.082200	0.224913	0.284725
3.082300	0.224775	0.284748
3.082400	0.224637	0.284770
3.082500	0.224499	0.284792
3.082600	0.224361	0.284815
3.082700	0.224224	0.284837
3.082800	0.224086	0.284860
3.082900	0.223948	0.284882
3.083000	0.223810	0.284905
3.083100	0.223672	0.284927
3.083200	0.223534	0.284949
3.083300	0.223396	0.284972
3.083400	0.223258	0.284994
3.083500	0.223121	0.285016
3.083600	0.222983	0.285039
3.083700	0.222845	0.285061
3.083800	0.222707	0.285083
3.083900	0.222569	0.285105
3.084000	0.222431	0.285128
3.084100	0.222293	0.285150
3.084200	0.222155	0.285172
3.084300	0.222017	0.285194
3.084400	0.221879	0.285217
3.084500	0.221741	0.285239
3.084600	0.221603	0.285261
3.084700	0.221465	0.285283
3.084800	0.221327	0.285305
3.084900	0.221189	0.285327
3.085000	0.221051	0.285349
3.085100	0.220913	0.285372
3.085200	0.220774	0.285394
3.085300	0.220636	0.285416
3.085400	0.220498	0.285438
3.085500	0.220360	0.285460
3.085600	0.220222	0.285482
3.085700	0.220084	0.285504
3.085800	0.219946	0.285526
3.085900	0.219808	0.285548
3.086000	0.219669	0.285570
3.086100	0.219531	0.285592
3.086200	0.219393	0.285614
3.086300	0.219255	0.285636
3.086400	0.219117	0.285658
3.086500	0.218978	0.285679
3.086600	0.218840	0.285701
3.086700	0.218702	0.285723
3.086800	0.218564	0.285745
3.086900	0.218425	0.285767
3.087000	0.218287	0.285789
3.087100	0.218149	0.285811
3.087200	0.218011	0.285832
3.087300	0.217872	0.285854
3.087400	0.217734	0.285876
3.087500	0.217596	0.285898
3.087600	0.217457	0.285919
3.087700	0.217319	0.285941
3.087800	0.217181	0.285963
3.087900	0.217042	0.285985
3.088000	0.216904	0.286006
3.088100	0.216765	0.286028
3.088200	0.216627	0.286050
3.088300	0.216489	0.286071
3.088400	0.216350	0.286093
3.088500	0.216212	0.286115
3.088600	0.216073	0.286136
3.088700	0.215935	0.286158
3.088800	0.215796	0.286179
3.088900	0.215658	0.286201
3.089000	0.215520	0.286223
3.089100	0.215381	0.286244
3.089200	0.215243	0.286266
3.089300	0.215104	0.286287
3.089400	0.214965	0.286309
3.089500	0.214827	0.286330
3.089600	0.214688	0.286352
3.089700	0.214550	0.286373
3.089800	0.214411	0.286395
3.089900	0.214273	0.286416
3.090000	0.214134	0.286437
3.090100	0.213996	0.286459
3.090200	0.213857	0.286480
3.090300	0.213718	0.286502
3.090400	0.213580	0.286523
3.090500	0.213441	0.286544
3.090600	0.213302	0.286566
3.090700	0.213164	0.286587
3.090800	0.213025	0.286608
3.090900	0.212887	0.286630
3.091000	0.212748	0.286651
3.091100	0.212609	0.286672
3.091200	0.212470	0.286693
3.091300	0.212332	0.286715
3.091400	0.212193	0.286736
3.091500	0.212054	0.286757
3.091600	0.211916	0.286778
3.091700	0.211777	0.286799
3.091800	0.211638	0.286821
3.091900	0.211499	0.286842
3.092000	0.211360	0.286863
3.092100	0.211222	0.286884
3.092200	0.211083	0.286905
3.092300	0.210944	0.286926
3.092400	0.210805	0.286947
3.092500	0.210666	0.286968
3.092600	0.210528	0.286989
3.092700	0.210389	0.287010
3.092800	0.210250	0.287032
3.092900	0.210111	0.287053
3.093000	0.209972	0.287074
3.093100	0.209833	0.287095
3.093200	0.209694	0.287116
3.093300	0.209555	0.287136
3.093400	0.209417	0.287157
3.093500	0.209278	0.287178
3.093600	0.209139	0.287199
3.093700	0.209000	0.287220
3.093800	0.208861	0.287241
3.093900	0.208722	0.287262
3.094000	0.208583	0.287283
3.094100	0.208444	0.287304
3.094200	0.208305	0.287325
3.094300	0.208166	0.287345
3.094400	0.208027	0.287366
3.094500	0.207888	0.287387
3.094600	0.207749	0.287408
3.094700	0.207610	0.287428
3.094800	0.207471	0.287449
3.094900	0.207332	0.287470
3.095000	0.207193	0.287491
3.095100	0.207053	0.287511
3.095200	0.206914	0.287532
3.095300	0.206775	0.287553
3.095400	0.206636	0.287573
3.095500	0.206497	0.287594
3.095600	0.206358	0.287615
3.095700	0.206219	0.287635
3.095800	0.206080	0.287656
3.095900	0.205940	0.287677
3.096000	0.205801	0.287697
3.096100	0.205662	0.287718
3.096200	0.205523	0.287738
3.096300	0.205384	0.287759
3.096400	0.205244	0.287779
3.096500	0.205105	0.287800
3.096600	0.204966	0.287820
3.096700	0.204827	0.287841
3.096800	0.204688	0.287861
3.096900	0.204548	0.287882
3.097000	0.204409	0.287902
3.097100	0.204270	0.287923
3.097200	0.204130	0.287943
3.097300	0.203991	0.287964
3.097400	0.203852	0.287984
3.097500	0.203712	0.288004
3.097600	0.203573	0.288025
3.097700	0.203434	0.288045
3.097800	0.203294	0.288065
3.097900	0.203155	0.288086
3.098000	0.203016	0.288106
3.098100	0.202876	0.288126
3.098200	0.202737	0.288147
3.098300	0.202598	0.288167
3.098400	0.202458	0.288187
3.098500	0.202319	0.288207
3.098600	0.202179	0.288228
3.098700	0.202040	0.288248
3.098800	0.201901	0.288268
3.098900	0.201761	0.288288
3.099000	0.201622	0.288308
3.099100	0.201482	0.288328
3.099200	0.201343	0.288349
3.099300	0.201203	0.288369
3.099400	0.201064	0.288389
3.099500	0.200924	0.288409
3.099600	0.200785	0.288429
3.099700	0.200645	0.288449
3.099800	0.200506	0.288469
3.099900	0.200366	0.288489
3.100000	0.200226	0.288509
3.100100	0.200087	0.288529
3.100200	0.199947	0.288549
3.100300	0.199808	0.288569
3.100400	0.199668	0.288589
3.100500	0.199529	0.288609
3.100600	0.199389	0.288629
3.100700	0.199249	0.288649
3.100800	0.199110	0.288669
3.100900	0.198970	0.288689
3.101000	0.198830	0.288709
3.101100	0.198691	0.288729
3.101200	0.198551	0.288749
3.101300	0.198411	0.288768
3.101400	0.198272	0.288788
3.101500	0.198132	0.288808
3.101600	0.197992	0.288828
3.101700	0.197853	0.288848
3.101800	0.197713	0.288867
3.101900	0.197573	0.288887
3.102000	0.197433	0.288907
3.102100	0.197294	0.288927
3.102200	0.197154	0.288946
3.102300	0.197014	0.288966
3.102400	0.196874	0.288986
3.102500	0.196735	0.289005
3.102600	0.196595	0.289025
3.102700	0.196455	0.289045
3.102800	0.196315	0.289064
3.102900	0.196175	0.289084
3.103000	0.196036	0.289104
3.103100	0.195896	0.289123
3.103200	0.195756	0.289143
3.103300	0.195616	0.289162
3.103400	0.195476	0.289182
3.103500	0.195336	0.289202
3.103600	0.195196	0.289221
3.103700	0.195056	0.289241
3.103800	0.194917	0.289260
3.103900	0.194777	0.289280
3.104000	0.194637	0.289299
3.104100	0.194497	0.289318
3.104200	0.194357	0.289338
3.104300	0.194217	0.289357
3.104400	0.194077	0.289377
3.104500	0.193937	0.289396
3.104600	0.193797	0.289416
3.104700	0.193657	0.289435
3.104800	0.193517	0.289454
3.104900	0.193377	0.289474
3.105000	0.193237	0.289493
3.105100	0.193097	0.289512
3.105200	0.192957	0.289532
3.105300	0.192817	0.289551
3.105400	0.192677	0.289570
3.105500	0.192537	0.289589
3.105600	0.192397	0.289609
3.105700	0.192257	0.289628
3.105800	0.192116	0.289647
3.105900	0.191976	0.289666
3.106000	0.191836	0.289685
3.106100	0.191696	0.289705
3.106200	0.191556	0.289724
3.106300	0.191416	0.289743
3.106400	0.191276	0.289762
3.106500	0.191136	0.289781
3.106600	0.190995	0.289800
3.106700	0.190855	0.289819
3.106800	0.190715	0.289838
3.106900	0.190575	0.289858
3.107000	0.190435	0.289877
3.107100	0.190294	0.289896
3.107200	0.190154	0.289915
3.107300	0.190014	0.289934
3.107400	0.189874	0.289953
3.107500	0.189734	0.289972
3.107600	0.189593	0.289991
3.107700	0.189453	0.290010
3.107800	0.189313	0.290029
3.107900	0.189173	0.290047
3.108000	0.189032	0.290066
3.108100	0.188892	0.290085
3.108200	0.188752	0.290104
3.108300	0.188611	0.290123
3.108400	0.188471	0.290142
3.108500	0.188331	0.290161
3.108600	0.188190	0.290180
3.108700	0.188050	0.290198
3.108800	0.187910	0.290217
3.108900	0.187769	0.290236
3.109000	0.187629	0.290255
3.109100	0.187488	0.290273
3.109200	0.187348	0.290292
3.109300	0.187208	0.290311
3.109400	0.187067	0.290330
3.109500	0.186927	0.290348
3.109600	0.186786	0.290367
3.109700	0.186646	0.290386
3.109800	0.186506	0.290404
3.109900	0.186365	0.290423
3.110000	0.186225	0.290442
3.110100	0.186084	0.290460
3.110200	0.185944	0.290479
3.110300	0.185803	0.290497
3.110400	0.185663	0.290516
3.110500	0.185522	0.290535
3.110600	0.185382	0.290553
3.110700	0.185241	0.290572
3.110800	0.185101	0.290590
3.110900	0.184960	0.290609
3.111000	0.184820	0.290627
3.111100	0.184679	0.290646
3.111200	0.184538	0.290664
3.111300	0.184398	0.290682
3.111400	0.184257	0.290701
3.111500	0.184117	0.290719
3.111600	0.183976	0.290738
3.111700	0.183835	0.290756
3.111800	0.183695	0.290775
3.111900	0.183554	0.290793
3.112000	0.183414	0.290811
3.112100	0.183273	0.290830
3.112200	0.183132	0.290848
3.112300	0.182992	0.290866
3.112400	0.182851	0.290884
3.112500	0.182710	0.290903
3.112600	0.182570	0.290921
3.112700	0.182429	0.290939
3.112800	0.182288	0.290958
3.112900	0.182147	0.290976
3.113000	0.182007	0.290994
3.113100	0.181866	0.291012
3.113200	0.181725	0.291030
3.113300	0.181584	0.291048
3.113400	0.181444	0.291067
3.113500	0.181303	0.291085
3.113600	0.181162	0.291103
3.113700	0.181021	0.291121
3.113800	0.180881	0.291139
3.113900	0.180740	0.291157
3.114000	0.180599	0.291175
3.114100	0.180458	0.291193
3.114200	0.180317	0.291211
3.114300	0.180177	0.291229
3.114400	0.180036	0.291247
3.114500	0.179895	0.291265
3.114600	0.179754	0.291283
3.114700	0.179613	0.291301
3.114800	0.179472	0.291319
3.114900	0.179331	0.291337
3.115000	0.179190	0.291355
3.115100	0.179050	0.291373
3.115200	0.178909	0.291391
3.115300	0.178768	0.291409
3.115400	0.178627	0.291427
3.115500	0.178486	0.291445
3.115600	0.178345	0.291462
3.115700	0.178204	0.291480
3.115800	0.178063	0.291498
3.115900	0.177922	0.291516
3.116000	0.177781	0.291534
3.116100	0.177640	0.291551
3.116200	0.177499	0.291569
3.116300	0.177358	0.291587
3.116400	0.177217	0.291605
3.116500	0.177076	0.291622
3.116600	0.176935	0.291640
3.116700	0.176794	0.291658
3.116800	0.176653	0.291675
3.116900	0.176512	0.291693
3.117000	0.176371	0.291711
3.117100	0.176230	0.291728
3.117200	0.176089	0.291746
3.117300	0.175948	0.291764
3.117400	0.175807	0.291781
3.117500	0.175665	0.291799
3.117600	0.175524	0.291816
3.117700	0.175383	0.291834
3.117800	0.175242	0.291851
3.117900	0.175101	0.291869
3.118000	0.174960	0.291886
3.118100	0.174819	0.291904
3.118200	0.174678	0.291921
3.118300	0.174536	0.291939
3.118400	0.174395	0.291956
3.118500	0.174254	0.291974
3.118600	0.174113	0.291991
3.118700	0.173972	0.292008
3.118800	0.173830	0.292026
3.118900	0.173689	0.292043
3.119000	0.173548	0.292061
3.119100	0.173407	0.292078
3.119200	0.173265	0.292095
3.119300	0.173124	0.292113
3.119400	0.172983	0.292130
3.119500	0.172842	0.292147
3.119600	0.172700	0.292164
3.119700	0.172559	0.292182
3.119800	0.172418	0.292199
3.119900	0.172277	0.292216
3.120000	0.172135	0.292233
3.120100	0.171994	0.292251
3.120200	0.171853	0.292268
3.120300	0.171711	0.292285
3.120400	0.171570	0.292302
3.120500	0.171429	0.292319
3.120600	0.171287	0.292336
3.120700	0.171146	0.292354
3.120800	0.171005	0.292371
3.120900	0.170863	0.292388
3.121000	0.170722	0.292405
3.121100	0.170580	0.292422
3.121200	0.170439	0.292439
3.121300	0.170298	0.292456
3.121400	0.170156	0.292473
3.121500	0.170015	0.292490
3.121600	0.169873	0.292507
3.121700	0.169732	0.292524
3.121800	0.169590	0.292541
3.121900	0.169449	0.292558
3.122000	0.169307	0.292575
3.122100	0.169166	0.292592
3.122200	0.169025	0.292609
3.122300	0.168883	0.292626
3.122400	0.168742	0.292643
3.122500	0.168600	0.292659
3.122600	0.168459	0.292676
3.122700	0.168317	0.292693
3.122800	0.168175	0.292710
3.122900	0.168034	0.292727
3.123000	0.167892	0.292744
3.123100	0.167751	0.292760
3.123200	0.167609	0.292777
3.123300	0.167468	0.292794
3.123400	0.167326	0.292811
3.123500	0.167185	0.292827
3.123600	0.167043	0.292844
3.123700	0.166901	0.292861
3.123800	0.166760	0.292877
3.123900	0.166618	0.292894
3.124000	0.166477	0.292911
3.124100	0.166335	0.292927
3.124200	0.166193	0.292944
3.124300	0.166052	0.292961
3.124400	0.165910	0.292977
3.124500	0.165768	0.292994
3.124600	0.165627	0.293010
3.124700	0.165485	0.293027
3.124800	0.165343	0.293043
3.124900	0.165202	0.293060
3.125000	0.165060	0.293076
3.125100	0.164918	0.293093
3.125200	0.164776	0.293109
3.125300	0.164635	0.293126
3.125400	0.164493	0.293142
3.125500	0.164351	0.293159
3.125600	0.164209	0.293175
3.125700	0.164068	0.293192
3.125800	0.163926	0.293208
3.125900	0.163784	0.293224
3.126000	0.163642	0.293241
3.126100	0.163501	0.293257
3.126200	0.163359	0.293274
3.126300	0.163217	0.293290
3.126400	0.163075	0.293306
3.126500	0.162933	0.293322
3.126600	0.162792	0.293339
3.126700	0.162650	0.293355
3.126800	0.162508	0.293371
3.126900	0.162366	0.293388
3.127000	0.162224	0.293404
3.127100	0.162082	0.293420
3.127200	0.161940	0.293436
3.127300	0.161799	0.293452
3.127400	0.161657	0.293469
3.127500	0.161515	0.293485
3.127600	0.161373	0.293501
3.127700	0.161231	0.293517
3.127800	0.161089	0.293533
3.127900	0.160947	0.293549
3.128000	0.160805	0.293565
3.128100	0.160663	0.293581
3.128200	0.160521	0.293597
3.128300	0.160379	0.293613
3.128400	0.160237	0.293629
3.128500	0.160095	0.293645
3.128600	0.159954	0.293661
3.128700	0.159812	0.293677
3.128800	0.159670	0.293693
3.128900	0.159528	0.293709
3.129000	0.159386	0.293725
3.129100	0.159244	0.293741
3.129200	0.159101	0.293757
3.129300	0.158959	0.293773
3.129400	0.158817	0.293789
3.129500	0.158675	0.293805
3.129600	0.158533	0.293821
3.129700	0.158391	0.293837
3.129800	0.158249	0.293852
3.129900	0.158107	0.293868
3.130000	0.157965	0.293884
3.130100	0.157823	0.293900
3.130200	0.157681	0.293916
3.130300	0.157539	0.293931
3.130400	0.157397	0.293947
3.130500	0.157255	0.293963
3.130600	0.157112	0.293979
3.130700	0.156970	0.293994
3.130800	0.156828	0.294010
3.130900	0.156686	0.294026
3.131000	0.156544	0.294041
3.131100	0.156402	0.294057
3.131200	0.156260	0.294073
3.131300	0.156117	0.294088
3.131400	0.155975	0.294104
3.131500	0.155833	0.294119
3.131600	0.155691	0.294135
3.131700	0.155549	0.294151
3.131800	0.155406	0.294166
3.131900	0.155264	0.294182
3.132000	0.155122	0.294197
3.132100	0.154980	0.294213
3.132200	0.154837	0.294228
3.132300	0.154695	0.294244
3.132400	0.154553	0.294259
3.132500	0.154411	0.294275
3.132600	0.154268	0.294290
3.132700	0.154126	0.294305
3.132800	0.153984	0.294321
3.132900	0.153842	0.294336
3.133000	0.153699	0.294352
3.133100	0.153557	0.294367
3.133200	0.153415	0.294382
3.133300	0.153272	0.294398
3.133400	0.153130	0.294413
3.133500	0.152988	0.294428
3.133600	0.152845	0.294443
3.133700	0.152703	0.294459
3.133800	0.152561	0.294474
3.133900	0.152418	0.294489
3.134000	0.152276	0.294505
3.134100	0.152133	0.294520
3.134200	0.151991	0.294535
3.134300	0.151849	0.294550
3.134400	0.151706	0.294565
3.134500	0.151564	0.294580
3.134600	0.151421	0.294596
3.134700	0.151279	0.294611
3.134800	0.151137	0.294626
3.134900	0.150994	0.294641
3.135000	0.150852	0.294656
3.135100	0.150709	0.294671
3.135200	0.150567	0.294686
3.135300	0.150424	0.294701
3.135400	0.150282	0.294716
3.135500	0.150139	0.294731
3.135600	0.149997	0.294746
3.135700	0.149854	0.294761
3.135800	0.149712	0.294776
3.135900	0.149569	0.294791
3.136000	0.149427	0.294806
3.136100	0.149284	0.294821
3.136200	0.149142	0.294836
3.136300	0.148999	0.294851
3.136400	0.148857	0.294866
3.136500	0.148714	0.294881
3.136600	0.148572	0.294896
3.136700	0.148429	0.294910
3.136800	0.148287	0.294925
3.136900	0.148144	0.294940
3.137000	0.148001	0.294955
3.137100	0.147859	0.294970
3.137200	0.147716	0.294985
3.137300	0.147574	0.294999
3.137400	0.147431	0.295014
3.137500	0.147288	0.295029
3.137600	0.147146	0.295043
3.137700	0.147003	0.295058
3.137800	0.146860	0.295073
3.137900	0.146718	0.295088
3.138000	0.146575	0.295102
3.138100	0.146433	0.295117
3.138200	0.146290	0.295132
3.138300	0.146147	0.295146
3.138400	0.146005	0.295161
3.138500	0.145862	0.295175
3.138600	0.145719	0.295190
3.138700	0.145576	0.295204
3.138800	0.145434	0.295219
