t	w	a
7.372300	-0.210921	-0.286930
7.372400	-0.210782	-0.286951
7.372500	-0.210643	-0.286972
7.372600	-0.210504	-0.286993
7.372700	-0.210365	-0.287014
7.372800	-0.210226	-0.287035
7.372900	-0.210087	-0.287056
7.373000	-0.209949	-0.287077
7.373100	-0.209810	-0.287098
7.373200	-0.209671	-0.287119
7.373300	-0.209532	-0.287140
7.373400	-0.209393	-0.287161
7.373500	-0.209254	-0.287182
7.373600	-0.209115	-0.287203
7.373700	-0.208976	-0.287224
7.373800	-0.208837	-0.287245
7.373900	-0.208698	-0.287265
7.374000	-0.208559	-0.287286
7.374100	-0.208420	-0.287307
7.374200	-0.208281	-0.287328
7.374300	-0.208142	-0.287349
7.374400	-0.208003	-0.287370
7.374500	-0.207864	-0.287390
7.374600	-0.207725	-0.287411
7.374700	-0.207586	-0.287432
7.374800	-0.207447	-0.287453
7.374900	-0.207308	-0.287474
7.375000	-0.207169	-0.287494
7.375100	-0.207030	-0.287515
7.375200	-0.206891	-0.287536
7.375300	-0.206752	-0.287556
7.375400	-0.206612	-0.287577
7.375500	-0.206473	-0.287598
7.375600	-0.206334	-0.287618
7.375700	-0.206195	-0.287639
7.375800	-0.206056	-0.287660
7.375900	-0.205917	-0.287680
7.376000	-0.205778	-0.287701
7.376100	-0.205638	-0.287721
7.376200	-0.205499	-0.287742
7.376300	-0.205360	-0.287762
7.376400	-0.205221	-0.287783
7.376500	-0.205082	-0.287803
7.376600	-0.204942	-0.287824
7.376700	-0.204803	-0.287844
7.376800	-0.204664	-0.287865
7.376900	-0.204525	-0.287885
7.377000	-0.204385	-0.287906
7.377100	-0.204246	-0.287926
7.377200	-0.204107	-0.287947
7.377300	-0.203967	-0.287967
7.377400	-0.203828	-0.287987
7.377500	-0.203689	-0.288008
7.377600	-0.203549	-0.288028
7.377700	-0.203410	-0.288049
7.377800	-0.203271	-0.288069
7.377900	-0.203131	-0.288089
7.378000	-0.202992	-0.288109
7.378100	-0.202853	-0.288130
7.378200	-0.202713	-0.288150
7.378300	-0.202574	-0.288170
7.378400	-0.202435	-0.288191
7.378500	-0.202295	-0.288211
7.378600	-0.202156	-0.288231
7.378700	-0.202016	-0.288251
7.378800	-0.201877	-0.288271
7.378900	-0.201737	-0.288292
7.379000	-0.201598	-0.288312
7.379100	-0.201458	-0.288332
7.379200	-0.201319	-0.288352
7.379300	-0.201179	-0.288372
7.379400	-0.201040	-0.288392
7.379500	-0.200900	-0.288412
7.379600	-0.200761	-0.288432
7.379700	-0.200621	-0.288453
7.379800	-0.200482	-0.288473
7.379900	-0.200342	-0.288493
7.380000	-0.200203	-0.288513
7.380100	-0.200063	-0.288533
7.380200	-0.199924	-0.288553
7.380300	-0.199784	-0.288573
7.380400	-0.199644	-0.288593
7.380500	-0.199505	-0.288613
7.380600	-0.199365	-0.288633
7.380700	-0.199226	-0.288652
7.380800	-0.199086	-0.288672
7.380900	-0.198946	-0.288692
7.381000	-0.198807	-0.288712
7.381100	-0.198667	-0.288732
7.381200	-0.198527	-0.288752
7.381300	-0.198388	-0.288772
7.381400	-0.198248	-0.288792
7.381500	-0.198108	-0.288811
7.381600	-0.197969	-0.288831
7.381700	-0.197829	-0.288851
7.381800	-0.197689	-0.288871
7.381900	-0.197549	-0.288891
7.382000	-0.197410	-0.288910
7.382100	-0.197270	-0.288930
7.382200	-0.197130	-0.288950
7.382300	-0.196990	-0.288969
7.382400	-0.196851	-0.288989
7.382500	-0.196711	-0.289009
7.382600	-0.196571	-0.289028
7.382700	-0.196431	-0.289048
7.382800	-0.196291	-0.289068
7.382900	-0.196152	-0.289087
7.383000	-0.196012	-0.289107
7.383100	-0.195872	-0.289127
7.383200	-0.195732	-0.289146
7.383300	-0.195592	-0.289166
7.383400	-0.195452	-0.289185
7.383500	-0.195312	-0.289205
7.383600	-0.195173	-0.289224
7.383700	-0.195033	-0.289244
7.383800	-0.194893	-0.289263
7.383900	-0.194753	-0.289283
7.384000	-0.194613	-0.289302
7.384100	-0.194473	-0.289322
7.384200	-0.194333	-0.289341
7.384300	-0.194193	-0.289361
7.384400	-0.194053	-0.289380
7.384500	-0.193913	-0.289399
7.384600	-0.193773	-0.289419
7.384700	-0.193633	-0.289438
7.384800	-0.193493	-0.289458
7.384900	-0.193353	-0.289477
7.385000	-0.193213	-0.289496
7.385100	-0.193073	-0.289516
7.385200	-0.192933	-0.289535
7.385300	-0.192793	-0.289554
7.385400	-0.192653	-0.289573
7.385500	-0.192513	-0.289593
7.385600	-0.192373	-0.289612
7.385700	-0.192233	-0.289631
7.385800	-0.192093	-0.289650
7.385900	-0.191953	-0.289670
7.386000	-0.191812	-0.289689
7.386100	-0.191672	-0.289708
7.386200	-0.191532	-0.289727
7.386300	-0.191392	-0.289746
7.386400	-0.191252	-0.289765
7.386500	-0.191112	-0.289784
7.386600	-0.190972	-0.289804
7.386700	-0.190831	-0.289823
7.386800	-0.190691	-0.289842
7.386900	-0.190551	-0.289861
7.387000	-0.190411	-0.289880
7.387100	-0.190271	-0.289899
7.387200	-0.190130	-0.289918
7.387300	-0.189990	-0.289937
7.387400	-0.189850	-0.289956
7.387500	-0.189710	-0.289975
7.387600	-0.189569	-0.289994
7.387700	-0.189429	-0.290013
7.387800	-0.189289	-0.290032
7.387900	-0.189149	-0.290051
7.388000	-0.189008	-0.290070
7.388100	-0.188868	-0.290088
7.388200	-0.188728	-0.290107
7.388300	-0.188587	-0.290126
7.388400	-0.188447	-0.290145
7.388500	-0.188307	-0.290164
7.388600	-0.188166	-0.290183
7.388700	-0.188026	-0.290202
7.388800	-0.187886	-0.290220
7.388900	-0.187745	-0.290239
7.389000	-0.187605	-0.290258
7.389100	-0.187465	-0.290277
7.389200	-0.187324	-0.290295
7.389300	-0.187184	-0.290314
7.389400	-0.187043	-0.290333
7.389500	-0.186903	-0.290351
7.389600	-0.186763	-0.290370
7.389700	-0.186622	-0.290389
7.389800	-0.186482	-0.290407
7.389900	-0.186341	-0.290426
7.390000	-0.186201	-0.290445
7.390100	-0.186060	-0.290463
7.390200	-0.185920	-0.290482
7.390300	-0.185779	-0.290501
7.390400	-0.185639	-0.290519
7.390500	-0.185498	-0.290538
7.390600	-0.185358	-0.290556
7.390700	-0.185217	-0.290575
7.390800	-0.185077	-0.290593
7.390900	-0.184936	-0.290612
7.391000	-0.184796	-0.290630
7.391100	-0.184655	-0.290649
7.391200	-0.184515	-0.290667
7.391300	-0.184374	-0.290686
7.391400	-0.184233	-0.290704
7.391500	-0.184093	-0.290722
7.391600	-0.183952	-0.290741
7.391700	-0.183812	-0.290759
7.391800	-0.183671	-0.290778
7.391900	-0.183530	-0.290796
7.392000	-0.183390	-0.290814
7.392100	-0.183249	-0.290833
7.392200	-0.183108	-0.290851
7.392300	-0.182968	-0.290869
7.392400	-0.182827	-0.290888
7.392500	-0.182686	-0.290906
7.392600	-0.182546	-0.290924
7.392700	-0.182405	-0.290942
7.392800	-0.182264	-0.290961
7.392900	-0.182124	-0.290979
7.393000	-0.181983	-0.290997
7.393100	-0.181842	-0.291015
7.393200	-0.181701	-0.291033
7.393300	-0.181561	-0.291052
7.393400	-0.181420	-0.291070
7.393500	-0.181279	-0.291088
7.393600	-0.181138	-0.291106
7.393700	-0.180998	-0.291124
7.393800	-0.180857	-0.291142
7.393900	-0.180716	-0.291160
7.394000	-0.180575	-0.291178
7.394100	-0.180434	-0.291196
7.394200	-0.180293	-0.291214
7.394300	-0.180153	-0.291232
7.394400	-0.180012	-0.291250
7.394500	-0.179871	-0.291268
7.394600	-0.179730	-0.291286
7.394700	-0.179589	-0.291304
7.394800	-0.179448	-0.291322
7.394900	-0.179307	-0.291340
7.395000	-0.179167	-0.291358
7.395100	-0.179026	-0.291376
7.395200	-0.178885	-0.291394
7.395300	-0.178744	-0.291412
7.395400	-0.178603	-0.291430
7.395500	-0.178462	-0.291448
7.395600	-0.178321	-0.291465
7.395700	-0.178180	-0.291483
7.395800	-0.178039	-0.291501
7.395900	-0.177898	-0.291519
7.396000	-0.177757	-0.291537
7.396100	-0.177616	-0.291554
7.396200	-0.177475	-0.291572
7.396300	-0.177334	-0.291590
7.396400	-0.177193	-0.291608
7.396500	-0.177052	-0.291625
7.396600	-0.176911	-0.291643
7.396700	-0.176770	-0.291661
7.396800	-0.176629	-0.291678
7.396900	-0.176488	-0.291696
7.397000	-0.176347	-0.291714
7.397100	-0.176206	-0.291731
7.397200	-0.176065	-0.291749
7.397300	-0.175924	-0.291767
7.397400	-0.175783	-0.291784
7.397500	-0.175641	-0.291802
7.397600	-0.175500	-0.291819
7.397700	-0.175359	-0.291837
7.397800	-0.175218	-0.291854
7.397900	-0.175077	-0.291872
7.398000	-0.174936	-0.291889
7.398100	-0.174795	-0.291907
7.398200	-0.174654	-0.291924
7.398300	-0.174512	-0.291942
7.398400	-0.174371	-0.291959
7.398500	-0.174230	-0.291977
7.398600	-0.174089	-0.291994
7.398700	-0.173948	-0.292011
7.398800	-0.173806	-0.292029
7.398900	-0.173665	-0.292046
7.399000	-0.173524	-0.292064
7.399100	-0.173383	-0.292081
7.399200	-0.173241	-0.292098
7.399300	-0.173100	-0.292116
7.399400	-0.172959	-0.292133
7.399500	-0.172818	-0.292150
7.399600	-0.172676	-0.292167
7.399700	-0.172535	-0.292185
7.399800	-0.172394	-0.292202
7.399900	-0.172253	-0.292219
7.400000	-0.172111	-0.292236
7.400100	-0.171970	-0.292254
7.400200	-0.171829	-0.292271
7.400300	-0.171687	-0.292288
7.400400	-0.171546	-0.292305
7.400500	-0.171405	-0.292322
7.400600	-0.171263	-0.292339
7.400700	-0.171122	-0.292357
7.400800	-0.170981	-0.292374
7.400900	-0.170839	-0.292391
7.401000	-0.170698	-0.292408
7.401100	-0.170556	-0.292425
7.401200	-0.170415	-0.292442
7.401300	-0.170274	-0.292459
7.401400	-0.170132	-0.292476
7.401500	-0.169991	-0.292493
7.401600	-0.169849	-0.292510
7.401700	-0.169708	-0.292527
7.401800	-0.169566	-0.292544
7.401900	-0.169425	-0.292561
7.402000	-0.169283	-0.292578
7.402100	-0.169142	-0.292595
7.402200	-0.169000	-0.292612
7.402300	-0.168859	-0.292629
7.402400	-0.168718	-0.292645
7.402500	-0.168576	-0.292662
7.402600	-0.168434	-0.292679
7.402700	-0.168293	-0.292696
7.402800	-0.168151	-0.292713
7.402900	-0.168010	-0.292730
7.403000	-0.167868	-0.292746
7.403100	-0.167727	-0.292763
7.403200	-0.167585	-0.292780
7.403300	-0.167444	-0.292797
7.403400	-0.167302	-0.292813
7.403500	-0.167161	-0.292830
7.403600	-0.167019	-0.292847
7.403700	-0.166877	-0.292864
7.403800	-0.166736	-0.292880
7.403900	-0.166594	-0.292897
7.404000	-0.166452	-0.292914
7.404100	-0.166311	-0.292930
7.404200	-0.166169	-0.292947
7.404300	-0.166028	-0.292963
7.404400	-0.165886	-0.292980
7.404500	-0.165744	-0.292997
7.404600	-0.165603	-0.293013
7.404700	-0.165461	-0.293030
7.404800	-0.165319	-0.293046
7.404900	-0.165177	-0.293063
7.405000	-0.165036	-0.293079
7.405100	-0.164894	-0.293096
7.405200	-0.164752	-0.293112
7.405300	-0.164611	-0.293129
7.405400	-0.164469	-0.293145
7.405500	-0.164327	-0.293162
7.405600	-0.164185	-0.293178
7.405700	-0.164044	-0.293194
7.405800	-0.163902	-0.293211
7.405900	-0.163760	-0.293227
7.406000	-0.163618	-0.293244
7.406100	-0.163477	-0.293260
7.406200	-0.163335	-0.293276
7.406300	-0.163193	-0.293293
7.406400	-0.163051	-0.293309
7.406500	-0.162909	-0.293325
7.406600	-0.162767	-0.293342
7.406700	-0.162626	-0.293358
7.406800	-0.162484	-0.293374
7.406900	-0.162342	-0.293390
7.407000	-0.162200	-0.293407
7.407100	-0.162058	-0.293423
7.407200	-0.161916	-0.293439
7.407300	-0.161775	-0.293455
7.407400	-0.161633	-0.293471
7.407500	-0.161491	-0.293487
7.407600	-0.161349	-0.293504
7.407700	-0.161207	-0.293520
7.407800	-0.161065	-0.293536
7.407900	-0.160923	-0.293552
7.408000	-0.160781	-0.293568
7.408100	-0.160639	-0.293584
7.408200	-0.160497	-0.293600
7.408300	-0.160355	-0.293616
7.408400	-0.160213	-0.293632
7.408500	-0.160071	-0.293648
7.408600	-0.159929	-0.293664
7.408700	-0.159787	-0.293680
7.408800	-0.159645	-0.293696
7.408900	-0.159503	-0.293712
7.409000	-0.159361	-0.293728
7.409100	-0.159219	-0.293744
7.409200	-0.159077	-0.293760
7.409300	-0.158935	-0.293776
7.409400	-0.158793	-0.293792
7.409500	-0.158651	-0.293808
7.409600	-0.158509	-0.293823
7.409700	-0.158367	-0.293839
7.409800	-0.158225	-0.293855
7.409900	-0.158083	-0.293871
7.410000	-0.157941	-0.293887
7.410100	-0.157799	-0.293903
7.410200	-0.157657	-0.293918
7.410300	-0.157515	-0.293934
7.410400	-0.157373	-0.293950
7.410500	-0.157230	-0.293966
7.410600	-0.157088	-0.293981
7.410700	-0.156946	-0.293997
7.410800	-0.156804	-0.294013
7.410900	-0.156662	-0.294028
7.411000	-0.156520	-0.294044
7.411100	-0.156378	-0.294060
7.411200	-0.156235	-0.294075
7.411300	-0.156093	-0.294091
7.411400	-0.155951	-0.294106
7.411500	-0.155809	-0.294122
7.411600	-0.155667	-0.294138
7.411700	-0.155524	-0.294153
7.411800	-0.155382	-0.294169
7.411900	-0.155240	-0.294184
7.412000	-0.155098	-0.294200
7.412100	-0.154956	-0.294215
7.412200	-0.154813	-0.294231
7.412300	-0.154671	-0.294246
7.412400	-0.154529	-0.294262
7.412500	-0.154386	-0.294277
7.412600	-0.154244	-0.294293
7.412700	-0.154102	-0.294308
7.412800	-0.153960	-0.294323
7.412900	-0.153817	-0.294339
7.413000	-0.153675	-0.294354
7.413100	-0.153533	-0.294370
7.413200	-0.153390	-0.294385
7.413300	-0.153248	-0.294400
7.413400	-0.153106	-0.294415
7.413500	-0.152963	-0.294431
7.413600	-0.152821	-0.294446
7.413700	-0.152679	-0.294461
7.413800	-0.152536	-0.294477
7.413900	-0.152394	-0.294492
7.414000	-0.152252	-0.294507
7.414100	-0.152109	-0.294522
7.414200	-0.151967	-0.294538
7.414300	-0.151824	-0.294553
7.414400	-0.151682	-0.294568
7.414500	-0.151540	-0.294583
7.414600	-0.151397	-0.294598
7.414700	-0.151255	-0.294613
7.414800	-0.151112	-0.294628
7.414900	-0.150970	-0.294644
7.415000	-0.150828	-0.294659
7.415100	-0.150685	-0.294674
7.415200	-0.150543	-0.294689
7.415300	-0.150400	-0.294704
7.415400	-0.150258	-0.294719
7.415500	-0.150115	-0.294734
7.415600	-0.149973	-0.294749
7.415700	-0.149830	-0.294764
7.415800	-0.149688	-0.294779
7.415900	-0.149545	-0.294794
7.416000	-0.149403	-0.294809
7.416100	-0.149260	-0.294824
7.416200	-0.149118	-0.294839
7.416300	-0.148975	-0.294854
7.416400	-0.148833	-0.294868
7.416500	-0.148690	-0.294883
7.416600	-0.148547	-0.294898
7.416700	-0.148405	-0.294913
7.416800	-0.148262	-0.294928
7.416900	-0.148120	-0.294943
7.417000	-0.147977	-0.294957
7.417100	-0.147835	-0.294972
7.417200	-0.147692	-0.294987
7.417300	-0.147549	-0.295002
7.417400	-0.147407	-0.295017
7.417500	-0.147264	-0.295031
7.417600	-0.147122	-0.295046
7.417700	-0.146979	-0.295061
7.417800	-0.146836	-0.295075
7.417900	-0.146694	-0.295090
7.418000	-0.146551	-0.295105
7.418100	-0.146408	-0.295119
7.418200	-0.146266	-0.295134
7.418300	-0.146123	-0.295149
7.418400	-0.145980	-0.295163
7.418500	-0.145838	-0.295178
7.418600	-0.145695	-0.295192
7.418700	-0.145552	-0.295207
7.418800	-0.145409	-0.295221
7.418900	-0.145267	-0.295236
7.419000	-0.145124	-0.295251
7.419100	-0.144981	-0.295265
7.419200	-0.144839	-0.295280
7.419300	-0.144696	-0.295294
7.419400	-0.144553	-0.295308
7.419500	-0.144410	-0.295323
7.419600	-0.144268	-0.295337
7.419700	-0.144125	-0.295352
7.419800	-0.143982	-0.295366
7.419900	-0.143839	-0.295381
7.420000	-0.143696	-0.295395
7.420100	-0.143554	-0.295409
7.420200	-0.143411	-0.295424
7.420300	-0.143268	-0.295438
7.420400	-0.143125	-0.295452
7.420500	-0.142982	-0.295467
7.420600	-0.142840	-0.295481
7.420700	-0.142697	-0.295495
7.420800	-0.142554	-0.295509
7.420900	-0.142411	-0.295524
7.421000	-0.142268	-0.295538
7.421100	-0.142125	-0.295552
7.421200	-0.141982	-0.295566
7.421300	-0.141840	-0.295581
7.421400	-0.141697	-0.295595
7.421500	-0.141554	-0.295609
7.421600	-0.141411	-0.295623
7.421700	-0.141268	-0.295637
7.421800	-0.141125	-0.295651
7.421900	-0.140982	-0.295665
7.422000	-0.140839	-0.295679
7.422100	-0.140696	-0.295694
7.422200	-0.140553	-0.295708
7.422300	-0.140410	-0.295722
7.422400	-0.140267	-0.295736
7.422500	-0.140125	-0.295750
7.422600	-0.139982	-0.295764
7.422700	-0.139839	-0.295778
7.422800	-0.139696	-0.295792
7.422900	-0.139553	-0.295806
7.423000	-0.139410	-0.295820
7.423100	-0.139267	-0.295834
7.423200	-0.139124	-0.295847
7.423300	-0.138981	-0.295861
7.423400	-0.138838	-0.295875
7.423500	-0.138695	-0.295889
7.423600	-0.138552	-0.295903
7.423700	-0.138409	-0.295917
7.423800	-0.138265	-0.295931
7.423900	-0.138122	-0.295945
7.424000	-0.137979	-0.295958
7.424100	-0.137836	-0.295972
7.424200	-0.137693	-0.295986
7.424300	-0.137550	-0.296000
7.424400	-0.137407	-0.296013
7.424500	-0.137264	-0.296027
7.424600	-0.137121	-0.296041
7.424700	-0.136978	-0.296055
7.424800	-0.136835	-0.296068
7.424900	-0.136692	-0.296082
7.425000	-0.136548	-0.296096
7.425100	-0.136405	-0.296109
7.425200	-0.136262	-0.296123
7.425300	-0.136119	-0.296136
7.425400	-0.135976	-0.296150
7.425500	-0.135833	-0.296164
7.425600	-0.135690	-0.296177
7.425700	-0.135546	-0.296191
7.425800	-0.135403	-0.296204
7.425900	-0.135260	-0.296218
7.426000	-0.135117	-0.296231
7.426100	-0.134974	-0.296245
7.426200	-0.134831	-0.296258
7.426300	-0.134687	-0.296272
7.426400	-0.134544	-0.296285
7.426500	-0.134401	-0.296299
7.426600	-0.134258	-0.296312
7.426700	-0.134114	-0.296326
7.426800	-0.133971	-0.296339
7.426900	-0.133828	-0.296352
7.427000	-0.133685	-0.296366
7.427100	-0.133542	-0.296379
7.427200	-0.133398	-0.296393
7.427300	-0.133255	-0.296406
7.427400	-0.133112	-0.296419
7.427500	-0.132968	-0.296432
7.427600	-0.132825	-0.296446
7.427700	-0.132682	-0.296459
7.427800	-0.132539	-0.296472
7.427900	-0.132395	-0.296486
7.428000	-0.132252	-0.296499
7.428100	-0.132109	-0.296512
7.428200	-0.131965	-0.296525
7.428300	-0.131822	-0.296538
7.428400	-0.131679	-0.296552
7.428500	-0.131535	-0.296565
7.428600	-0.131392	-0.296578
7.428700	-0.131249	-0.296591
7.428800	-0.131105	-0.296604
7.428900	-0.130962	-0.296617
7.429000	-0.130819	-0.296630
7.429100	-0.130675	-0.296643
7.429200	-0.130532	-0.296656
7.429300	-0.130388	-0.296669
7.429400	-0.130245	-0.296683
7.429500	-0.130102	-0.296696
7.429600	-0.129958	-0.296709
7.429700	-0.129815	-0.296722
7.429800	-0.129671	-0.296735
7.429900	-0.129528	-0.296747
7.430000	-0.129385	-0.296760
7.430100	-0.129241	-0.296773
7.430200	-0.129098	-0.296786
7.430300	-0.128954	-0.296799
7.430400	-0.128811	-0.296812
7.430500	-0.128667	-0.296825
7.430600	-0.128524	-0.296838
7.430700	-0.128380	-0.296851
7.430800	-0.128237	-0.296863
7.430900	-0.128093	-0.296876
7.431000	-0.127950	-0.296889
7.431100	-0.127806	-0.296902
7.431200	-0.127663	-0.296915
7.431300	-0.127519	-0.296927
7.431400	-0.127376	-0.296940
7.431500	-0.127232	-0.296953
7.431600	-0.127089	-0.296966
7.431700	-0.126945	-0.296978
7.431800	-0.126802	-0.296991
7.431900	-0.126658	-0.297004
7.432000	-0.126515	-0.297016
7.432100	-0.126371	-0.297029
7.432200	-0.126228	-0.297042
7.432300	-0.126084	-0.297054
7.432400	-0.125940	-0.297067
7.432500	-0.125797	-0.297079
7.432600	-0.125653	-0.297092
7.432700	-0.125510	-0.297105
7.432800	-0.125366	-0.297117
7.432900	-0.125222	-0.297130
7.433000	-0.125079	-0.297142
7.433100	-0.124935	-0.297155
7.433200	-0.124792	-0.297167
7.433300	-0.124648	-0.297180
7.433400	-0.124504	-0.297192
7.433500	-0.124361	-0.297204
7.433600	-0.124217	-0.297217
7.433700	-0.124073	-0.297229
7.433800	-0.123930	-0.297242
7.433900	-0.123786	-0.297254
7.434000	-0.123642	-0.297266
7.434100	-0.123499	-0.297279
7.434200	-0.123355	-0.297291
7.434300	-0.123211	-0.297304
7.434400	-0.123068	-0.297316
7.434500	-0.122924	-0.297328
7.434600	-0.122780	-0.297340
7.434700	-0.122637	-0.297353
7.434800	-0.122493	-0.297365
7.434900	-0.122349	-0.297377
7.435000	-0.122205	-0.297389
7.435100	-0.122062	-0.297402
7.435200	-0.121918	-0.297414
7.435300	-0.121774	-0.297426
7.435400	-0.121630	-0.297438
7.435500	-0.121487	-0.297450
7.435600	-0.121343	-0.297462
7.435700	-0.121199	-0.297475
7.435800	-0.121055	-0.297487
7.435900	-0.120912	-0.297499
7.436000	-0.120768	-0.297511
7.436100	-0.120624	-0.297523
7.436200	-0.120480	-0.297535
7.436300	-0.120336	-0.297547
7.436400	-0.120193	-0.297559
7.436500	-0.120049	-0.297571
7.436600	-0.119905	-0.297583
7.436700	-0.119761	-0.297595
7.436800	-0.119617	-0.297607
7.436900	-0.119474	-0.297619
7.437000	-0.119330	-0.297631
7.437100	-0.119186	-0.297643
7.437200	-0.119042	-0.297655
7.437300	-0.118898	-0.297667
7.437400	-0.118754	-0.297679
7.437500	-0.118610	-0.297690
7.437600	-0.118467	-0.297702
7.437700	-0.118323	-0.297714
7.437800	-0.118179	-0.297726
7.437900	-0.118035	-0.297738
7.438000	-0.117891	-0.297750
7.438100	-0.117747	-0.297761
7.438200	-0.117603	-0.297773
7.438300	-0.117459	-0.297785
7.438400	-0.117315	-0.297797
7.438500	-0.117171	-0.297808
7.438600	-0.117027	-0.297820
7.438700	-0.116884	-0.297832
7.438800	-0.116740	-0.297843
7.438900	-0.116596	-0.297855
7.439000	-0.116452	-0.297867
7.439100	-0.116308	-0.297878
7.439200	-0.116164	-0.297890
7.439300	-0.116020	-0.297902
7.439400	-0.115876	-0.297913
7.439500	-0.115732	-0.297925
7.439600	-0.115588	-0.297936
7.439700	-0.115444	-0.297948
7.439800	-0.115300	-0.297959
7.439900	-0.115156	-0.297971
7.440000	-0.115012	-0.297982
7.440100	-0.114868	-0.297994
7.440200	-0.114724	-0.298005
7.440300	-0.114580	-0.298017
7.440400	-0.114436	-0.298028
7.440500	-0.114292	-0.298040
7.440600	-0.114148	-0.298051
7.440700	-0.114004	-0.298063
7.440800	-0.113860	-0.298074
7.440900	-0.113716	-0.298085
7.441000	-0.113572	-0.298097
7.441100	-0.113428	-0.298108
7.441200	-0.113283	-0.298119
7.441300	-0.113139	-0.298131
7.441400	-0.112995	-0.298142
7.441500	-0.112851	-0.298153
7.441600	-0.112707	-0.298165
7.441700	-0.112563	-0.298176
7.441800	-0.112419	-0.298187
7.441900	-0.112275	-0.298198
7.442000	-0.112131	-0.298210
7.442100	-0.111987	-0.298221
7.442200	-0.111842	-0.298232
7.442300	-0.111698	-0.298243
7.442400	-0.111554	-0.298254
7.442500	-0.111410	-0.298265
7.442600	-0.111266	-0.298277
7.442700	-0.111122	-0.298288
7.442800	-0.110978	-0.298299
7.442900	-0.110833	-0.298310
7.443000	-0.110689	-0.298321
7.443100	-0.110545	-0.298332
7.443200	-0.110401	-0.298343
7.443300	-0.110257	-0.298354
7.443400	-0.110113	-0.298365
7.443500	-0.109968	-0.298376
7.443600	-0.109824	-0.298387
7.443700	-0.109680	-0.298398
7.443800	-0.109536	-0.298409
7.443900	-0.109392	-0.298420
7.444000	-0.109247	-0.298431
7.444100	-0.109103	-0.298442
7.444200	-0.108959	-0.298453
7.444300	-0.108815	-0.298464
7.444400	-0.108670	-0.298475
7.444500	-0.108526	-0.298485
7.444600	-0.108382	-0.298496
7.444700	-0.108238	-0.298507
7.444800	-0.108093	-0.298518
7.444900	-0.107949	-0.298529
7.445000	-0.107805	-0.298539
7.445100	-0.107661	-0.298550
7.445200	-0.107516	-0.298561
7.445300	-0.107372	-0.298572
7.445400	-0.107228	-0.298583
7.445500	-0.107084	-0.298593
7.445600	-0.106939	-0.298604
7.445700	-0.106795	-0.298615
7.445800	-0.106651	-0.298625
7.445900	-0.106506	-0.298636
7.446000	-0.106362	-0.298647
7.446100	-0.106218	-0.298657
7.446200	-0.106073	-0.298668
7.446300	-0.105929	-0.298678
7.446400	-0.105785	-0.298689
7.446500	-0.105640	-0.298700
7.446600	-0.105496	-0.298710
7.446700	-0.105352	-0.298721
7.446800	-0.105207	-0.298731
7.446900	-0.105063	-0.298742
7.447000	-0.104919	-0.298752
7.447100	-0.104774	-0.298763
7.447200	-0.104630	-0.298773
7.447300	-0.104485	-0.298784
7.447400	-0.104341	-0.298794
7.447500	-0.104197	-0.298804
7.447600	-0.104052	-0.298815
7.447700	-0.103908	-0.298825
7.447800	-0.103764	-0.298836
7.447900	-0.103619	-0.298846
7.448000	-0.103475	-0.298856
7.448100	-0.103330	-0.298867
7.448200	-0.103186	-0.298877
7.448300	-0.103041	-0.298887
7.448400	-0.102897	-0.298898
7.448500	-0.102753	-0.298908
7.448600	-0.102608	-0.298918
7.448700	-0.102464	-0.298928
7.448800	-0.102319	-0.298939
7.448900	-0.102175	-0.298949
7.449000	-0.102030	-0.298959
7.449100	-0.101886	-0.298969
7.449200	-0.101741	-0.298980
7.449300	-0.101597	-0.298990
7.449400	-0.101452	-0.299000
7.449500	-0.101308	-0.299010
7.449600	-0.101163	-0.299020
7.449700	-0.101019	-0.299030
7.449800	-0.100874	-0.299040
7.449900	-0.100730	-0.299050
7.450000	-0.100585	-0.299060
7.450100	-0.100441	-0.299071
7.450200	-0.100296	-0.299081
7.450300	-0.100152	-0.299091
7.450400	-0.100007	-0.299101
7.450500	-0.099863	-0.299111
7.450600	-0.099718	-0.299121
7.450700	-0.099574	-0.299131
7.450800	-0.099429	-0.299140
7.450900	-0.099285	-0.299150
7.451000	-0.099140	-0.299160
7.451100	-0.098995	-0.299170
7.451200	-0.098851	-0.299180
7.451300	-0.098706	-0.299190
7.451400	-0.098562	-0.299200
7.451500	-0.098417	-0.299210
7.451600	-0.098273	-0.299220
7.451700	-0.098128	-0.299229
7.451800	-0.097983	-0.299239
7.451900	-0.097839	-0.299249
7.452000	-0.097694	-0.299259
7.452100	-0.097550	-0.299269
7.452200	-0.097405	-0.299278
7.452300	-0.097260	-0.299288
7.452400	-0.097116	-0.299298
7.452500	-0.096971	-0.299307
7.452600	-0.096826	-0.299317
7.452700	-0.096682	-0.299327
7.452800	-0.096537	-0.299336
7.452900	-0.096393	-0.299346
7.453000	-0.096248	-0.299356
7.453100	-0.096103	-0.299365
7.453200	-0.095959	-0.299375
7.453300	-0.095814	-0.299385
7.453400	-0.095669	-0.299394
7.453500	-0.095525	-0.299404
7.453600	-0.095380	-0.299413
7.453700	-0.095235	-0.299423
7.453800	-0.095091	-0.299432
7.453900	-0.094946	-0.299442
7.454000	-0.094801	-0.299451
7.454100	-0.094656	-0.299461
7.454200	-0.094512	-0.299470
7.454300	-0.094367	-0.299480
7.454400	-0.094222	-0.299489
7.454500	-0.094078	-0.299498
